Data,ValorReal,ValorDolar
08/05/2009,"45,19","21,85"
11/05/2009,45,"21,86"
12/05/2009,"44,7","21,59"
13/05/2009,"44,25","21,01"
14/05/2009,"44,14","21,2"
18/05/2009,"44,15","21,27"
19/05/2009,"44,12","21,68"
20/05/2009,"44,25","21,82"
22/05/2009,"44,46","21,88"
25/05/2009,"44,13","21,79"
26/05/2009,"44,14","21,87"
27/05/2009,"44,23","21,95"
28/05/2009,"44,19",22
29/05/2009,"44,07","22,37"
01/06/2009,"43,96","22,51"
02/06/2009,"43,92","22,83"
03/06/2009,"43,61","22,22"
04/06/2009,"43,58","22,44"
05/06/2009,"43,75","22,36"
08/06/2009,"43,74","22,25"
09/06/2009,"42,83","22,13"
12/06/2009,"42,61","22,14"
15/06/2009,"42,22","21,62"
16/06/2009,"41,79","21,25"
17/06/2009,"41,87","21,34"
18/06/2009,"41,49","21,01"
19/06/2009,"41,01","20,79"
22/06/2009,"40,81","20,16"
23/06/2009,41,"20,69"
24/06/2009,41,"20,66"
25/06/2009,"41,12","21,13"
26/06/2009,"41,06","21,17"
29/06/2009,"41,03","20,89"
30/06/2009,"41,15","20,95"
01/07/2009,"41,11","21,31"
02/07/2009,"41,17","21,09"
03/07/2009,"41,24","21,13"
06/07/2009,"41,34","21,09"
07/07/2009,"41,49","20,82"
08/07/2009,"41,33","20,56"
10/07/2009,"41,02","20,51"
13/07/2009,"41,02","20,71"
14/07/2009,"41,22","20,93"
15/07/2009,"41,37","21,38"
16/07/2009,"41,35","21,43"
17/07/2009,"41,43","21,49"
20/07/2009,"41,23","21,67"
21/07/2009,"41,53","21,78"
22/07/2009,"41,75","21,93"
23/07/2009,"41,67","22,06"
24/07/2009,"41,73",22
27/07/2009,"41,81","22,3"
28/07/2009,"41,74","22,18"
29/07/2009,"41,73","21,92"
30/07/2009,"41,81","22,31"
31/07/2009,"41,94","22,49"
03/08/2009,42,"22,89"
04/08/2009,"42,06","23,07"
05/08/2009,"42,19","23,3"
06/08/2009,"42,23","22,99"
07/08/2009,"42,33","23,2"
10/08/2009,"42,63","23,05"
11/08/2009,"42,87","23,26"
12/08/2009,"43,69","23,82"
13/08/2009,"43,97",24
14/08/2009,"44,5","24,01"
17/08/2009,"44,91","24,04"
18/08/2009,"45,49","24,65"
19/08/2009,"45,65","24,74"
20/08/2009,"46,11","25,02"
21/08/2009,"46,93","25,63"
24/08/2009,"47,1","25,53"
25/08/2009,"48,18","25,94"
26/08/2009,"48,76","26,2"
27/08/2009,"50,32","26,98"
28/08/2009,"50,56","26,87"
31/08/2009,"51,55","27,29"
01/09/2009,"51,97","27,28"
02/09/2009,"53,11","28,17"
03/09/2009,"53,61","28,73"
04/09/2009,"53,87","29,28"
08/09/2009,"54,14","29,64"
09/09/2009,"54,5","29,68"
10/09/2009,"55,16","30,29"
11/09/2009,"55,25","30,24"
14/09/2009,"55,34","30,53"
15/09/2009,"55,73","30,86"
16/09/2009,56,"31,11"
17/09/2009,"56,21","31,11"
18/09/2009,"56,25","31,1"
21/09/2009,"56,53","31,13"
22/09/2009,"56,37","31,35"
23/09/2009,"56,54","31,64"
24/09/2009,"56,65","31,4"
25/09/2009,"56,93","31,66"
28/09/2009,"57,07","31,85"
29/09/2009,"57,06","31,82"
30/09/2009,"57,18","32,27"
01/10/2009,"57,04","31,9"
02/10/2009,"57,47","32,32"
05/10/2009,"57,27","32,52"
06/10/2009,"57,26","32,68"
07/10/2009,"57,53","32,76"
08/10/2009,"57,5","33,07"
09/10/2009,"57,05","32,84"
13/10/2009,"57,35","33,21"
14/10/2009,"56,82","33,37"
15/10/2009,"57,06","33,58"
16/10/2009,"57,12","33,4"
19/10/2009,"57,17","33,41"
20/10/2009,"57,29","32,85"
21/10/2009,"57,51","33,34"
22/10/2009,"57,64","33,41"
23/10/2009,"57,51","33,57"
26/10/2009,"57,1","32,82"
27/10/2009,"57,23","32,91"
28/10/2009,"57,15","32,56"
29/10/2009,"57,27","33,09"
30/10/2009,"57,44","32,71"
03/11/2009,"57,28","32,82"
04/11/2009,"57,47","33,26"
05/11/2009,"57,3","33,27"
06/11/2009,"57,03","33,18"
09/11/2009,"57,05","33,54"
10/11/2009,"56,53","32,93"
11/11/2009,"56,72","32,94"
12/11/2009,"56,72","32,64"
13/11/2009,"56,74","32,95"
16/11/2009,"56,03","32,76"
17/11/2009,"55,88","32,55"
18/11/2009,"55,78","32,66"
19/11/2009,"55,59","32,06"
20/11/2009,"55,38","31,94"
23/11/2009,"55,42","32,07"
24/11/2009,"55,59","32,04"
25/11/2009,"55,2","31,98"
26/11/2009,"55,52","31,73"
27/11/2009,"55,49","31,83"
30/11/2009,"55,47","31,63"
01/12/2009,"55,71","32,35"
02/12/2009,"55,6","32,29"
03/12/2009,"55,74","32,61"
04/12/2009,"56,01","32,47"
07/12/2009,"56,24","32,66"
08/12/2009,"56,42","32,09"
09/12/2009,"56,66","31,99"
10/12/2009,"56,97","32,26"
11/12/2009,"57,35","32,68"
14/12/2009,"57,87","33,22"
15/12/2009,"57,73","32,93"
16/12/2009,"58,13","33,22"
17/12/2009,"59,35","33,16"
18/12/2009,"59,6","33,43"
21/12/2009,"60,32","33,81"
22/12/2009,"61,21","34,35"
23/12/2009,"62,18","35,39"
28/12/2009,"63,4","36,41"
29/12/2009,"63,5","36,43"
30/12/2009,"64,51","37,01"
04/01/2010,"65,72","38,21"
05/01/2010,"66,64","38,5"
06/01/2010,"68,15","39,19"
07/01/2010,"69,58","39,87"
08/01/2010,"70,96","41,02"
11/01/2010,"71,06","40,93"
12/01/2010,"71,33","40,81"
13/01/2010,"71,02","40,35"
14/01/2010,"70,97","40,21"
15/01/2010,"71,55","40,38"
18/01/2010,"71,92","40,7"
19/01/2010,"71,51","40,36"
20/01/2010,"71,46","39,88"
21/01/2010,72,40
22/01/2010,"72,07","39,71"
25/01/2010,"72,21","39,65"
26/01/2010,"72,19","39,32"
27/01/2010,"71,99","38,72"
28/01/2010,"72,01","38,57"
29/01/2010,"72,28","38,34"
01/02/2010,"72,14","38,8"
02/02/2010,"72,45","39,59"
03/02/2010,"72,12","39,13"
04/02/2010,"72,16","38,32"
05/02/2010,"72,48","38,35"
08/02/2010,"72,54","38,71"
09/02/2010,"72,45","39,23"
10/02/2010,"72,48","39,2"
11/02/2010,"72,47","39,2"
12/02/2010,"72,52","38,93"
17/02/2010,"72,74","39,84"
18/02/2010,"72,58","39,84"
19/02/2010,"72,85","40,36"
22/02/2010,"72,43","40,04"
23/02/2010,"72,46","39,68"
24/02/2010,"72,48","39,69"
25/02/2010,"72,8","39,76"
26/02/2010,"72,72","40,26"
01/03/2010,"72,62","40,39"
02/03/2010,"72,49","40,68"
03/03/2010,"72,31","40,4"
04/03/2010,"71,94","40,14"
05/03/2010,"71,73","40,17"
08/03/2010,"71,12","39,78"
09/03/2010,"70,77","39,76"
10/03/2010,"69,54","39,27"
11/03/2010,70,"39,55"
12/03/2010,"69,24","39,3"
15/03/2010,"69,48","39,41"
16/03/2010,"69,37","39,32"
17/03/2010,"69,21","39,21"
18/03/2010,"69,23","38,76"
19/03/2010,"69,25","38,45"
22/03/2010,"68,63","38,13"
23/03/2010,"68,06","38,3"
24/03/2010,"68,2","37,89"
25/03/2010,"68,46","37,84"
26/03/2010,"67,56",37
29/03/2010,"67,14","37,34"
30/03/2010,"66,86","37,25"
31/03/2010,"67,1","37,68"
01/04/2010,"67,19","37,98"
05/04/2010,"66,66","37,83"
06/04/2010,"67,5","38,48"
07/04/2010,"67,42","37,96"
08/04/2010,"68,02","38,26"
09/04/2010,"67,69","38,16"
12/04/2010,"67,37","38,35"
13/04/2010,"67,27","38,29"
14/04/2010,"66,95","38,32"
15/04/2010,"66,25","37,79"
16/04/2010,"66,06","37,54"
19/04/2010,"65,21","37,16"
20/04/2010,"62,75","35,79"
22/04/2010,"62,43","35,41"
23/04/2010,"61,91","35,15"
26/04/2010,"58,21","33,36"
27/04/2010,"57,73","32,71"
28/04/2010,"57,36","32,76"
29/04/2010,"55,05","31,78"
30/04/2010,"54,13","31,16"
03/05/2010,"52,41","30,3"
04/05/2010,"51,42","29,2"
05/05/2010,"49,47","27,53"
06/05/2010,"48,18","25,98"
07/05/2010,"47,39","25,63"
10/05/2010,"46,07","25,98"
11/05/2010,"43,43","24,33"
12/05/2010,"43,07","24,26"
13/05/2010,"42,53","23,93"
14/05/2010,"42,29","23,43"
17/05/2010,"41,71","23,05"
18/05/2010,"41,4","22,72"
19/05/2010,"40,81","22,21"
20/05/2010,"40,66","21,84"
21/05/2010,"40,7","21,87"
24/05/2010,"41,04","22,02"
25/05/2010,"41,25","22,08"
26/05/2010,"41,3","22,25"
27/05/2010,"41,23","22,58"
28/05/2010,"41,4","22,88"
31/05/2010,"41,25","22,66"
01/06/2010,"40,92","22,25"
02/06/2010,"40,61","22,24"
04/06/2010,"40,32","21,7"
07/06/2010,"40,51","21,56"
08/06/2010,"40,8","21,95"
09/06/2010,"40,51","21,93"
10/06/2010,"40,68","22,5"
11/06/2010,"40,43","22,27"
14/06/2010,40,"22,12"
15/06/2010,"40,21","22,32"
16/06/2010,"40,41","22,57"
17/06/2010,"40,41","22,57"
18/06/2010,"40,33","22,76"
21/06/2010,"40,29","22,71"
22/06/2010,"40,27","22,6"
23/06/2010,"40,3","22,5"
24/06/2010,"40,41","22,59"
25/06/2010,"40,34","22,67"
28/06/2010,"40,48","22,7"
29/06/2010,"40,07","22,14"
30/06/2010,"40,21","22,29"
01/07/2010,"40,19","22,39"
02/07/2010,"40,24","22,66"
05/07/2010,"40,34","22,7"
06/07/2010,"39,99","22,44"
07/07/2010,"40,3","22,82"
08/07/2010,"40,14","22,75"
12/07/2010,"40,22","22,79"
13/07/2010,"40,22","22,95"
14/07/2010,"40,33","22,85"
15/07/2010,"40,49","22,85"
16/07/2010,"40,65","22,81"
19/07/2010,"40,9","22,89"
20/07/2010,"41,05","23,14"
21/07/2010,"41,11","23,03"
22/07/2010,"41,21","23,42"
23/07/2010,"41,13","23,38"
26/07/2010,"41,14","23,31"
27/07/2010,"41,55","23,47"
28/07/2010,"42,07","23,77"
30/07/2010,"43,11","24,56"
02/08/2010,"42,99","24,55"
03/08/2010,"43,46","24,71"
04/08/2010,"44,46","25,28"
05/08/2010,"44,5","25,37"
06/08/2010,"44,58","25,33"
09/08/2010,"44,54","25,42"
10/08/2010,"44,75","25,44"
11/08/2010,"44,81","25,31"
12/08/2010,"45,52","25,72"
13/08/2010,"45,74","25,81"
16/08/2010,"46,79","26,63"
17/08/2010,"47,04","26,82"
18/08/2010,"47,13","26,89"
19/08/2010,"47,58","27,1"
20/08/2010,"47,77","27,16"
24/08/2010,"47,97","27,18"
26/08/2010,"48,58","27,57"
27/08/2010,"48,5","27,67"
30/08/2010,"48,78","27,71"
31/08/2010,"49,4","28,13"
01/09/2010,"49,78","28,49"
02/09/2010,"50,05","28,9"
03/09/2010,"50,54","29,16"
06/09/2010,"50,77","29,4"
08/09/2010,"51,1","29,64"
09/09/2010,"51,46","29,87"
10/09/2010,"51,92","30,19"
13/09/2010,"52,84","30,81"
14/09/2010,"54,97","32,2"
15/09/2010,"55,71","32,28"
16/09/2010,"56,67","33,07"
17/09/2010,"57,67","33,57"
20/09/2010,"58,61","33,9"
21/09/2010,"59,21","34,53"
22/09/2010,"60,45","35,11"
23/09/2010,"61,44","35,77"
24/09/2010,"62,19","36,34"
27/09/2010,"63,22","36,99"
28/09/2010,"64,45","37,69"
29/09/2010,"65,7","38,53"
30/09/2010,"66,31","39,19"
01/10/2010,"67,29","40,08"
04/10/2010,"67,72","40,05"
05/10/2010,"68,43","40,97"
06/10/2010,"69,3","41,25"
07/10/2010,"70,22","41,65"
08/10/2010,"71,42","42,82"
11/10/2010,"71,38","42,85"
13/10/2010,"71,5","43,28"
14/10/2010,"71,6","43,08"
15/10/2010,"71,94","43,21"
18/10/2010,"72,32","43,46"
19/10/2010,"72,35","42,91"
20/10/2010,"72,48","43,27"
21/10/2010,"72,65","42,86"
22/10/2010,"73,24","42,93"
25/10/2010,"73,61","43,3"
26/10/2010,"73,57","43,15"
27/10/2010,"73,72","42,86"
28/10/2010,"74,41","43,44"
29/10/2010,"74,48","43,76"
01/11/2010,"74,56","43,68"
03/11/2010,"74,6","43,91"
04/11/2010,"74,21","44,28"
05/11/2010,"74,76","44,52"
08/11/2010,"75,91","44,76"
09/11/2010,"75,02","44,15"
10/11/2010,"75,8","44,36"
11/11/2010,"76,14","44,35"
12/11/2010,"75,04","43,55"
16/11/2010,"75,03","43,12"
17/11/2010,"75,12","43,52"
18/11/2010,"75,54","44,1"
19/11/2010,"74,8","43,54"
22/11/2010,"74,62","43,18"
23/11/2010,"74,89","43,19"
24/11/2010,"75,45","43,79"
25/11/2010,"76,04","44,18"
26/11/2010,"76,11","44,02"
29/11/2010,"75,52","43,83"
30/11/2010,"75,56","44,06"
01/12/2010,"75,61","44,27"
02/12/2010,"74,81","43,96"
03/12/2010,"75,49","44,8"
06/12/2010,"75,84","45,17"
07/12/2010,"76,12","45,28"
08/12/2010,"75,13","44,38"
10/12/2010,"74,88","43,71"
13/12/2010,"74,63","43,97"
14/12/2010,"74,91","44,25"
15/12/2010,"75,06","44,18"
16/12/2010,"74,7","43,89"
17/12/2010,"75,25","43,88"
20/12/2010,"75,6","44,29"
21/12/2010,"75,59","44,54"
22/12/2010,"76,2","44,93"
23/12/2010,"75,84","44,77"
27/12/2010,"75,96","44,97"
28/12/2010,"76,22","45,07"
29/12/2010,"76,4","45,51"
30/12/2010,"76,32","45,87"
03/01/2011,"76,42","46,31"
04/01/2011,"76,19","45,79"
05/01/2011,"76,3","45,58"
06/01/2011,"75,79","44,93"
10/01/2011,"76,23","45,13"
11/01/2011,"76,01","45,06"
12/01/2011,"76,45","45,62"
13/01/2011,"76,49","45,83"
17/01/2011,"76,11","45,22"
18/01/2011,"76,34","45,52"
19/01/2011,"76,54","45,78"
20/01/2011,"76,98","46,01"
24/01/2011,"76,5","45,75"
25/01/2011,"76,05","45,51"
26/01/2011,"76,61","45,85"
27/01/2011,"76,07","45,3"
28/01/2011,"76,23","45,24"
31/01/2011,"75,91","45,35"
01/02/2011,"76,51","45,98"
02/02/2011,"76,86","46,08"
03/02/2011,"76,96","46,09"
04/02/2011,"76,97","45,92"
07/02/2011,"75,95","45,21"
08/02/2011,"76,57","45,93"
09/02/2011,"75,76","45,61"
10/02/2011,"75,08","44,93"
11/02/2011,"75,87","45,51"
14/02/2011,"75,59","45,29"
15/02/2011,"75,32","45,1"
16/02/2011,"74,82","44,75"
17/02/2011,"74,87","45,02"
18/02/2011,"74,56","44,81"
21/02/2011,"74,36","44,58"
22/02/2011,"74,34","44,44"
23/02/2011,"73,82","44,07"
24/02/2011,"72,67","43,67"
28/02/2011,"72,91","43,85"
01/03/2011,"72,92","43,82"
02/03/2011,"73,61","44,34"
03/03/2011,"72,93","44,15"
04/03/2011,"72,73","44,21"
09/03/2011,"72,3","43,63"
10/03/2011,"72,17","43,45"
11/03/2011,"71,72","43,05"
14/03/2011,"71,21","42,85"
15/03/2011,"70,78","42,46"
16/03/2011,"70,63","42,19"
17/03/2011,"70,21","41,64"
18/03/2011,"70,3","42,1"
21/03/2011,"69,8","41,87"
22/03/2011,"69,56","41,83"
23/03/2011,"69,91","42,09"
24/03/2011,"69,83","42,12"
25/03/2011,"69,45","41,84"
28/03/2011,"68,47","41,2"
29/03/2011,"68,17","41,21"
30/03/2011,"67,29","41,31"
31/03/2011,"67,68","41,5"
01/04/2011,"67,77","42,04"
04/04/2011,"67,12","41,72"
05/04/2011,"67,9","42,2"
06/04/2011,"67,72","41,96"
07/04/2011,"67,23","42,44"
08/04/2011,"67,17","42,68"
11/04/2011,"66,97","42,36"
12/04/2011,"66,68","41,86"
13/04/2011,"66,95","42,08"
14/04/2011,"66,41","42,03"
15/04/2011,"66,43","42,1"
18/04/2011,66,"41,51"
19/04/2011,"65,62","41,64"
20/04/2011,"65,78","41,87"
25/04/2011,"65,25","41,48"
26/04/2011,"65,08","41,61"
27/04/2011,"64,6","41,12"
28/04/2011,"64,09","40,49"
29/04/2011,"63,79","40,56"
02/05/2011,"63,62","40,37"
03/05/2011,"63,68","40,08"
04/05/2011,"63,7","39,69"
05/05/2011,"63,29","38,95"
06/05/2011,"62,88","38,89"
09/05/2011,"61,63","38,05"
10/05/2011,"61,35","38,22"
11/05/2011,"61,83","38,16"
12/05/2011,"61,65","37,99"
13/05/2011,61,"37,35"
16/05/2011,"60,64","37,16"
17/05/2011,"59,81","36,88"
18/05/2011,"59,73","37,05"
19/05/2011,"59,8","36,98"
20/05/2011,"58,21","36,05"
23/05/2011,"57,3","35,11"
24/05/2011,"56,52","34,8"
25/05/2011,"56,19","34,49"
26/05/2011,"56,21","34,76"
27/05/2011,"55,29","34,53"
30/05/2011,"54,86","34,44"
31/05/2011,"54,79","34,68"
01/06/2011,"54,65","34,24"
02/06/2011,"54,65","34,63"
03/06/2011,"53,83","34,16"
06/06/2011,"53,74","33,95"
07/06/2011,"53,71","34,04"
08/06/2011,"53,9","34,05"
09/06/2011,54,"33,99"
10/06/2011,"54,24","33,96"
13/06/2011,"54,18","34,12"
14/06/2011,"54,4","34,39"
15/06/2011,"54,67","34,17"
16/06/2011,"54,84","34,06"
17/06/2011,"54,92","34,39"
20/06/2011,"55,03","34,5"
21/06/2011,"55,39","34,86"
22/06/2011,"55,68","35,04"
24/06/2011,"55,85","34,97"
27/06/2011,"55,89","35,02"
28/06/2011,"56,35","35,71"
29/06/2011,"56,49","35,94"
30/06/2011,"56,78","36,35"
01/07/2011,57,"36,61"
04/07/2011,"57,84","37,24"
05/07/2011,"58,31","37,26"
06/07/2011,"58,74","37,44"
07/07/2011,"60,08","38,61"
08/07/2011,"60,9","38,94"
11/07/2011,"61,67","39,01"
12/07/2011,"63,3","40,04"
13/07/2011,"63,56","40,36"
14/07/2011,"64,8","41,06"
15/07/2011,"65,08","41,32"
18/07/2011,"65,49","41,48"
19/07/2011,"66,2","42,25"
20/07/2011,"67,34","43,17"
21/07/2011,"67,92","43,68"
22/07/2011,"68,38","43,97"
25/07/2011,"68,5","44,39"
26/07/2011,"68,53","44,61"
27/07/2011,"68,73","44,09"
28/07/2011,"69,03",44
29/07/2011,"69,61","44,82"
01/08/2011,"69,73","44,64"
02/08/2011,"70,01","44,65"
03/08/2011,"69,11","44,24"
04/08/2011,"69,22","43,76"
05/08/2011,"69,18","43,62"
08/08/2011,"68,9","42,74"
09/08/2011,"68,95","42,85"
10/08/2011,"68,82","42,56"
11/08/2011,"68,75","42,52"
12/08/2011,"68,78","42,64"
15/08/2011,"68,79","43,26"
16/08/2011,"68,18","42,88"
17/08/2011,"67,67","42,75"
18/08/2011,"67,97","42,43"
19/08/2011,"68,08","42,58"
22/08/2011,"68,47","42,71"
23/08/2011,"68,17","42,6"
24/08/2011,"67,61","41,99"
25/08/2011,"67,79","42,11"
26/08/2011,"67,59","42,11"
29/08/2011,"67,89","42,65"
30/08/2011,"67,94","42,78"
31/08/2011,"67,65","42,44"
01/09/2011,"67,46","41,9"
02/09/2011,"67,44","41,22"
05/09/2011,"67,04","40,63"
06/09/2011,"67,02","40,3"
08/09/2011,"66,98","40,42"
09/09/2011,"66,35","39,47"
12/09/2011,66,"38,48"
13/09/2011,"66,05","38,56"
14/09/2011,"65,91","38,32"
15/09/2011,"65,24","38,2"
16/09/2011,"65,23","37,7"
19/09/2011,"65,69","37,03"
20/09/2011,"65,56","36,54"
21/09/2011,"65,27","35,4"
22/09/2011,"64,5","33,82"
23/09/2011,"63,14","34,28"
26/09/2011,"63,7","34,75"
27/09/2011,"63,01","34,83"
28/09/2011,"62,49","34,21"
29/09/2011,"62,52","33,76"
30/09/2011,"62,72","33,36"
03/10/2011,"62,76","33,21"
04/10/2011,"62,69","33,19"
05/10/2011,"62,57","34,08"
06/10/2011,"62,21","34,82"
07/10/2011,"62,21","35,23"
10/10/2011,"62,3","35,2"
11/10/2011,"62,04","35,29"
13/10/2011,"61,68","35,23"
14/10/2011,"62,33","35,99"
17/10/2011,"62,38","35,36"
18/10/2011,"62,66","35,58"
19/10/2011,"62,92","35,47"
20/10/2011,"62,7","34,97"
21/10/2011,"63,47","35,66"
24/10/2011,"63,19","36,05"
25/10/2011,63,"35,71"
26/10/2011,"63,28","35,93"
27/10/2011,"63,54","37,29"
28/10/2011,"63,18","37,61"
31/10/2011,"63,4","37,43"
01/11/2011,"63,15","36,5"
03/11/2011,"63,12","36,25"
04/11/2011,"63,54","36,54"
07/11/2011,"63,26","36,13"
08/11/2011,"63,01","36,17"
09/11/2011,"63,52","35,99"
10/11/2011,"64,12","36,41"
11/11/2011,"64,46","36,96"
14/11/2011,"64,58","36,59"
16/11/2011,"64,66","36,49"
17/11/2011,"64,2","36,07"
18/11/2011,"63,85","35,81"
21/11/2011,"64,02","35,45"
22/11/2011,"63,94","35,4"
23/11/2011,"63,98","34,34"
24/11/2011,"64,17","33,99"
25/11/2011,"63,99","33,95"
28/11/2011,"64,12","34,55"
29/11/2011,"64,22","34,79"
30/11/2011,"64,35","35,57"
01/12/2011,"64,22","35,64"
02/12/2011,"63,92","35,67"
05/12/2011,"64,18","35,9"
06/12/2011,"63,94","35,62"
07/12/2011,"63,66","35,55"
08/12/2011,"64,11","35,3"
09/12/2011,"63,76","35,31"
12/12/2011,"63,72","34,55"
13/12/2011,"63,93","34,48"
14/12/2011,"63,52","33,89"
15/12/2011,"63,83","34,3"
16/12/2011,"63,48","34,2"
19/12/2011,"63,62","34,06"
20/12/2011,"63,6","34,51"
21/12/2011,"63,19","34,05"
22/12/2011,"62,87","33,95"
23/12/2011,"62,79","33,77"
26/12/2011,"63,09","33,94"
27/12/2011,63,"33,85"
28/12/2011,"63,23","33,74"
29/12/2011,"63,39","33,92"
02/01/2012,"63,17","33,78"
03/01/2012,"63,21","34,54"
04/01/2012,"63,38","34,65"
05/01/2012,"62,96","34,25"
06/01/2012,"62,9","33,93"
09/01/2012,"62,28","33,89"
10/01/2012,"62,35","34,58"
11/01/2012,"62,48","34,69"
12/01/2012,"62,44","34,98"
13/01/2012,"62,07","34,62"
16/01/2012,"61,6","34,51"
17/01/2012,"61,25","34,47"
18/01/2012,"61,21","34,68"
19/01/2012,"61,32","34,7"
20/01/2012,"61,42","34,92"
23/01/2012,"61,44","35,13"
24/01/2012,"61,19","34,87"
25/01/2012,"61,5","34,94"
26/01/2012,"61,68","35,4"
27/01/2012,"61,69","35,41"
30/01/2012,"61,72","35,29"
31/01/2012,"61,56","35,28"
01/02/2012,"61,31","35,38"
02/02/2012,"61,33","35,62"
03/02/2012,"61,34","35,73"
06/02/2012,"60,25","34,89"
07/02/2012,"59,95","34,77"
08/02/2012,"59,59","34,64"
09/02/2012,"59,48","34,62"
10/02/2012,"59,07","34,24"
13/02/2012,"58,87","34,31"
14/02/2012,"58,47",34
15/02/2012,"58,46","33,91"
16/02/2012,"58,45","33,96"
17/02/2012,"58,41","34,1"
22/02/2012,"58,4","34,23"
23/02/2012,"58,23","34,03"
24/02/2012,"58,15","34,09"
27/02/2012,"57,9","33,9"
28/02/2012,"57,69","33,9"
29/02/2012,"57,52","33,52"
01/03/2012,"57,67","33,69"
02/03/2012,"57,55","33,21"
05/03/2012,"57,45","33,09"
06/03/2012,"57,38","32,6"
07/03/2012,"57,24","32,4"
08/03/2012,"57,49","32,48"
09/03/2012,"57,53","32,25"
12/03/2012,"57,35","31,77"
13/03/2012,"57,01","31,67"
14/03/2012,"56,76","31,38"
15/03/2012,"56,8","31,49"
16/03/2012,"56,78","31,51"
19/03/2012,"56,8","31,49"
20/03/2012,"56,87","31,23"
21/03/2012,"57,01","31,34"
22/03/2012,"57,21","31,36"
23/03/2012,"57,47","31,75"
26/03/2012,"57,56","31,72"
27/03/2012,"57,57","31,75"
28/03/2012,"57,8","31,62"
29/03/2012,"58,08","31,81"
30/03/2012,"58,11","31,81"
02/04/2012,"58,29","31,8"
03/04/2012,"58,23","31,79"
04/04/2012,"58,24","31,88"
05/04/2012,"58,37","31,97"
09/04/2012,"58,53","32,16"
10/04/2012,"58,67","32,05"
11/04/2012,"58,59","31,95"
12/04/2012,"58,26","31,89"
13/04/2012,"57,26","31,15"
16/04/2012,"56,73","30,82"
17/04/2012,"56,5","30,47"
18/04/2012,"56,23","29,96"
19/04/2012,"55,57","29,46"
20/04/2012,"55,06","29,4"
23/04/2012,"54,68","29,07"
24/04/2012,"54,39","28,88"
25/04/2012,"54,31","28,84"
26/04/2012,"53,94","28,61"
27/04/2012,"53,47","28,35"
30/04/2012,"53,44","28,04"
02/05/2012,"53,15","27,67"
03/05/2012,"53,35","27,86"
04/05/2012,"53,54","27,89"
07/05/2012,"53,85","28,03"
08/05/2012,"54,04","27,9"
09/05/2012,"54,3","27,67"
10/05/2012,"54,25","27,86"
11/05/2012,"54,35","27,84"
14/05/2012,"54,57","27,46"
15/05/2012,"54,73","27,36"
16/05/2012,"54,97","27,47"
17/05/2012,55,"27,52"
18/05/2012,"55,02","27,24"
21/05/2012,"55,11","26,99"
22/05/2012,"55,19","26,52"
23/05/2012,"54,95","26,9"
24/05/2012,"54,98",27
25/05/2012,"55,07","27,56"
28/05/2012,"54,97","27,74"
29/05/2012,"55,05","27,71"
30/05/2012,"55,06","27,3"
31/05/2012,"55,29","27,41"
01/06/2012,"55,41","27,08"
04/06/2012,"55,01","26,82"
05/06/2012,"55,14","27,3"
06/06/2012,"54,73","26,97"
08/06/2012,"54,74","27,03"
11/06/2012,"55,09","26,87"
12/06/2012,"55,54","26,92"
13/06/2012,"55,45","26,76"
14/06/2012,"55,26","26,86"
15/06/2012,"55,09","26,99"
18/06/2012,"55,04","26,73"
19/06/2012,"55,01","27,1"
20/06/2012,"54,89","26,97"
21/06/2012,"55,04","26,81"
22/06/2012,"55,24","26,75"
25/06/2012,"55,33","26,78"
26/06/2012,"54,96","26,5"
27/06/2012,"55,05","26,43"
28/06/2012,"55,23","26,51"
29/06/2012,"55,15","27,44"
02/07/2012,"55,47","27,89"
03/07/2012,"55,11","27,35"
04/07/2012,"54,88","27,02"
05/07/2012,"54,49","26,88"
06/07/2012,"54,35","26,76"
10/07/2012,"54,44","26,69"
11/07/2012,"54,87","26,95"
12/07/2012,"54,79","26,88"
13/07/2012,"55,32","27,16"
16/07/2012,"56,22","27,61"
17/07/2012,"56,84","28,04"
18/07/2012,"57,11","28,22"
19/07/2012,"57,76","28,65"
20/07/2012,"58,52","28,9"
23/07/2012,"59,22","29,04"
24/07/2012,"59,27","28,97"
25/07/2012,"59,38","29,17"
26/07/2012,"59,4","29,36"
27/07/2012,"59,45","29,37"
30/07/2012,"59,74","29,29"
31/07/2012,"59,61","29,12"
01/08/2012,"59,35","29,05"
02/08/2012,"59,15","28,85"
03/08/2012,"59,02","29,1"
06/08/2012,"58,68","28,94"
07/08/2012,"58,31","28,75"
08/08/2012,"58,12","28,74"
09/08/2012,"58,18","28,84"
10/08/2012,"57,91","28,72"
13/08/2012,"57,92","28,65"
14/08/2012,"57,54","28,39"
15/08/2012,"56,16","27,77"
16/08/2012,"55,42","27,45"
17/08/2012,"55,13","27,36"
20/08/2012,"55,24","27,37"
21/08/2012,"54,66","27,1"
22/08/2012,"54,46","26,96"
23/08/2012,"54,08","26,72"
24/08/2012,"53,66","26,51"
27/08/2012,"53,42","26,29"
28/08/2012,"53,58","26,23"
29/08/2012,"53,45","26,09"
30/08/2012,"53,05","25,93"
31/08/2012,"53,34","26,27"
03/09/2012,"53,37","26,27"
04/09/2012,"52,48","25,71"
05/09/2012,"51,95","25,48"
06/09/2012,"51,58","25,41"
10/09/2012,"50,92","25,15"
11/09/2012,"50,47",25
12/09/2012,"50,67","24,99"
13/09/2012,"50,56","25,02"
