INDICADOR DO CAFÉ ROBUSTA CEPEA/ESALQ,,
,,
Fonte: Cepea,,
Data,À vista R$,À vista US$
18/02/2008,"215,71","124,26"
19/02/2008,"221,73","127,94"
20/02/2008,"223,53","129,66"
21/02/2008,"225,24","131,64"
22/02/2008,"227,76","133,35"
25/02/2008,"229,2","134,35"
26/02/2008,"228,45","135,66"
27/02/2008,"231,96","138,81"
28/02/2008,"235,31","140,99"
29/02/2008,"239,36","141,55"
03/03/2008,"239,23","143,17"
04/03/2008,"241,09","142,99"
05/03/2008,"238,52","142,65"
06/03/2008,"229,81","136,79"
07/03/2008,"225,65","133,99"
10/03/2008,"219,43","128,62"
11/03/2008,"226,92","134,67"
12/03/2008,"234,31","139,97"
13/03/2008,"238,09","140,63"
14/03/2008,"232,46","135,62"
17/03/2008,"221,32","128,45"
18/03/2008,"220,86","130,84"
19/03/2008,"227,67","132,29"
20/03/2008,"220,94","127,57"
24/03/2008,"218,78","125,23"
25/03/2008,"224,35","129,53"
26/03/2008,"228,66","132,56"
27/03/2008,"229,64","132,21"
28/03/2008,"227,13","130,24"
31/03/2008,"227,56","129,81"
01/04/2008,"226,35","129,71"
02/04/2008,"225,92","130,82"
03/04/2008,"226,19","131,73"
04/04/2008,"225,65","132,03"
07/04/2008,"225,56","132,37"
08/04/2008,"225,75","133,27"
09/04/2008,"227,04","134,42"
10/04/2008,"226,58","134,47"
11/04/2008,"226,04","133,75"
14/04/2008,"226,22","134,1"
15/04/2008,"226,36","134,5"
16/04/2008,"226,44","136,08"
17/04/2008,"225,66","136,1"
18/04/2008,"223,42","133,86"
22/04/2008,"221,4","133,29"
23/04/2008,"219,99","132,68"
24/04/2008,"216,49","129,63"
25/04/2008,"211,16","126,67"
28/04/2008,"213,16","126,28"
29/04/2008,"212,79","124,73"
30/04/2008,"213,12","128,16"
02/05/2008,"208,5","126,36"
05/05/2008,"209,83","126,63"
06/05/2008,"210,83",127
07/05/2008,"211,13","124,93"
08/05/2008,"210,49","124,33"
09/05/2008,"209,95","124,53"
12/05/2008,"208,14","125,01"
13/05/2008,"208,44","125,79"
14/05/2008,"210,63","126,58"
15/05/2008,"210,66","127,29"
16/05/2008,"210,38","128,2"
19/05/2008,"211,71","128,39"
20/05/2008,"212,01","128,49"
21/05/2008,"211,54","127,59"
23/05/2008,"212,33","127,83"
26/05/2008,"213,66","128,79"
27/05/2008,"214,7","128,48"
28/05/2008,"215,46","130,19"
29/05/2008,"215,11","131,41"
30/05/2008,"214,27","131,61"
02/06/2008,"215,09","131,8"
03/06/2008,"210,83","129,42"
04/06/2008,"210,36","129,14"
05/06/2008,"210,33","129,27"
06/06/2008,"210,33","128,72"
09/06/2008,"206,24","126,84"
10/06/2008,"208,63","126,67"
11/06/2008,"206,95","126,03"
12/06/2008,"207,48","126,9"
13/06/2008,"208,43","127,4"
16/06/2008,"210,25","129,38"
17/06/2008,"209,93","130,55"
18/06/2008,"210,12","130,75"
19/06/2008,"209,92","130,87"
20/06/2008,"212,16","132,1"
23/06/2008,"212,82","131,94"
24/06/2008,"213,82","133,47"
25/06/2008,"214,18","134,62"
26/06/2008,"215,7","134,56"
27/06/2008,"215,97","135,32"
30/06/2008,"217,49","136,19"
01/07/2008,"220,1","137,14"
02/07/2008,"220,65","137,65"
03/07/2008,"220,6","136,94"
04/07/2008,"218,82","136,08"
07/07/2008,"216,82","135,43"
08/07/2008,"209,83","130,04"
09/07/2008,"213,68","132,89"
10/07/2008,"214,99","133,53"
11/07/2008,"218,32","136,36"
14/07/2008,"216,64","135,91"
15/07/2008,"217,32","136,85"
16/07/2008,"217,13","135,96"
17/07/2008,"218,62","136,72"
18/07/2008,"217,22","136,7"
21/07/2008,"217,07","137,47"
22/07/2008,"216,02","136,72"
23/07/2008,"214,82","135,62"
24/07/2008,"214,25","135,69"
25/07/2008,"214,82","136,57"
28/07/2008,"214,82","136,4"
11/08/2008,"214,99","133,04"
12/08/2008,"213,68","131,58"
13/08/2008,"213,49","132,19"
14/08/2008,"212,82","130,81"
15/08/2008,"213,49","130,34"
18/08/2008,"213,12","130,03"
19/08/2008,"213,75","131,38"
20/08/2008,"212,75","131,41"
21/08/2008,"214,07","132,96"
22/08/2008,"214,45","131,72"
25/08/2008,"213,82","130,94"
26/08/2008,"213,82","131,1"
27/08/2008,"214,91","132,49"
28/08/2008,"214,16","131,22"
29/08/2008,"215,32","131,86"
01/09/2008,"213,82","129,83"
02/09/2008,"214,22","128,82"
04/09/2008,"217,12","126,31"
05/09/2008,"216,92","126,34"
08/09/2008,"214,99","123,84"
09/09/2008,"216,07","121,94"
10/09/2008,"215,49","120,72"
11/09/2008,"218,42","120,34"
12/09/2008,"219,31","123,14"
15/09/2008,"219,53","121,02"
16/09/2008,"216,65","119,04"
17/09/2008,"217,72","116,55"
18/09/2008,"216,4","112,13"
19/09/2008,"219,42","119,9"
22/09/2008,"218,82","122,04"
23/09/2008,"219,49","119,94"
24/09/2008,"219,52","118,66"
25/09/2008,"220,25","120,95"
26/09/2008,"219,49","118,45"
29/09/2008,"216,15","109,89"
30/09/2008,"217,24","114,1"
01/10/2008,"216,82","113,05"
02/10/2008,"218,65","108,19"
03/10/2008,"219,82","107,54"
06/10/2008,"216,57","98,44"
07/10/2008,"218,1","94,33"
08/10/2008,"220,62","96,76"
09/10/2008,"220,82","100,92"
10/10/2008,"220,87","95,45"
13/10/2008,"221,15","103,34"
14/10/2008,"221,32","105,29"
15/10/2008,"219,19","101,24"
16/10/2008,"218,02","100,7"
17/10/2008,"221,15","104,56"
20/10/2008,"221,07","104,42"
21/10/2008,"221,82","99,2"
22/10/2008,"222,45","93,47"
23/10/2008,"223,15","96,6"
24/10/2008,"221,32","95,11"
27/10/2008,"220,01","98,04"
28/10/2008,"221,01","101,1"
29/10/2008,"220,67","103,12"
30/10/2008,"222,43","105,77"
31/10/2008,"219,38","101,75"
03/11/2008,"220,81","101,8"
04/11/2008,"221,38","104,87"
05/11/2008,"221,14","104,41"
06/11/2008,"221,81","100,78"
07/11/2008,"221,31","102,46"
10/11/2008,"220,14","100,43"
11/11/2008,"221,24","99,57"
12/11/2008,"222,21","96,91"
13/11/2008,"222,87","93,64"
14/11/2008,"223,11","98,29"
17/11/2008,"222,78","97,84"
18/11/2008,"222,24","95,59"
19/11/2008,"222,59","93,33"
20/11/2008,"222,81","92,84"
21/11/2008,"221,45","89,87"
24/11/2008,"221,48","95,14"
25/11/2008,"223,01","95,92"
26/11/2008,"221,81","97,84"
27/11/2008,"224,31","98,34"
28/11/2008,"225,01","97,32"
01/12/2008,"224,95","97,02"
02/12/2008,"224,97","94,09"
03/12/2008,"226,8","91,68"
04/12/2008,"228,9","90,44"
05/12/2008,"232,13","93,41"
08/12/2008,"228,99","91,6"
09/12/2008,"227,69","92,11"
10/12/2008,"225,64","92,89"
11/12/2008,"227,66","97,08"
12/12/2008,"225,8","95,48"
15/12/2008,"226,43","95,18"
16/12/2008,"226,1","95,4"
17/12/2008,"224,81","95,74"
18/12/2008,"223,81","94,87"
19/12/2008,"222,47","94,07"
22/12/2008,"220,06","92,08"
23/12/2008,"220,31","92,3"
29/12/2008,"220,39","91,26"
30/12/2008,"219,14","93,81"
06/01/2009,"221,21","101,47"
07/01/2009,"222,66","98,87"
08/01/2009,"222,61","96,87"
09/01/2009,"225,43","99,27"
12/01/2009,"222,89","97,16"
13/01/2009,"225,56","96,89"
14/01/2009,"226,26","96,49"
15/01/2009,"226,48","95,08"
16/01/2009,"228,46","97,8"
19/01/2009,"227,91","97,73"
20/01/2009,"228,95","96,56"
21/01/2009,"228,7","97,24"
22/01/2009,"229,69","98,58"
23/01/2009,"231,52","98,94"
26/01/2009,"231,31","100,13"
27/01/2009,"233,01","100,05"
28/01/2009,"233,38","102,58"
29/01/2009,"233,56","101,77"
30/01/2009,"232,81","100,57"
03/02/2009,"230,24","99,24"
04/02/2009,"229,69","99,47"
05/02/2009,"227,67","99,51"
06/02/2009,"226,39","100,71"
09/02/2009,"226,04","101,04"
10/02/2009,"225,74","100,24"
11/02/2009,"225,81","98,61"
12/02/2009,"225,31","98,48"
13/02/2009,"222,26","98,17"
16/02/2009,"220,42","96,67"
17/02/2009,"220,6","94,84"
18/02/2009,"220,15","93,72"
19/02/2009,"220,82","93,93"
20/02/2009,"219,6","91,92"
25/02/2009,"220,15","92,7"
26/02/2009,"221,65","94,56"
27/02/2009,"219,39","92,53"
02/03/2009,"220,98","90,46"
03/03/2009,"219,15","90,86"
04/03/2009,"220,69","93,04"
05/03/2009,"220,32","92,57"
06/03/2009,"218,15","91,85"
09/03/2009,"216,54","91,17"
11/03/2009,"208,33","88,65"
12/03/2009,"210,68","91,48"
13/03/2009,"208,83","90,87"
16/03/2009,"211,83","93,03"
17/03/2009,"208,23","91,13"
18/03/2009,"209,43","93,08"
19/03/2009,"211,54","94,1"
20/03/2009,"209,2","92,4"
23/03/2009,"211,43","94,18"
24/03/2009,"210,47","93,88"
25/03/2009,"212,23","94,41"
26/03/2009,"211,63","94,48"
27/03/2009,"208,83","91,11"
30/03/2009,"208,11","89,28"
31/03/2009,"207,63","89,57"
01/04/2009,"206,43","90,5"
02/04/2009,"205,83","92,09"
03/04/2009,"205,33","93,08"
06/04/2009,"204,83","92,35"
07/04/2009,"204,42","92,16"
08/04/2009,"204,26","92,68"
09/04/2009,"206,16","94,92"
13/04/2009,"205,16","94,55"
14/04/2009,"199,84","91,04"
15/04/2009,"199,44","90,78"
16/04/2009,"198,67","91,3"
17/04/2009,"197,64","90,2"
20/04/2009,"195,59","87,16"
22/04/2009,"194,24","88,21"
23/04/2009,"194,96","87,86"
24/04/2009,"194,41","88,73"
27/04/2009,"196,5","88,52"
28/04/2009,"195,04","88,78"
29/04/2009,"196,67","90,42"
30/04/2009,"198,67","90,8"
04/05/2009,"198,84","93,53"
05/05/2009,"198,84","92,57"
06/05/2009,"198,41","93,94"
07/05/2009,"198,84","94,24"
08/05/2009,"198,64","96,05"
11/05/2009,"195,84","95,11"
12/05/2009,"196,04","94,7"
13/05/2009,"197,5","93,78"
14/05/2009,"196,64","94,45"
18/05/2009,"195,04","93,95"
19/05/2009,"196,84","96,73"
20/05/2009,"197,84","97,55"
22/05/2009,"196,12","96,76"
25/05/2009,"196,44","97,01"
26/05/2009,"196,85","97,55"
27/05/2009,"197,04","97,79"
28/05/2009,"197,84","98,48"
29/05/2009,"197,5","100,26"
01/06/2009,"197,09","100,92"
02/06/2009,"195,04","101,37"
03/06/2009,"196,06","99,88"
04/06/2009,"195,84","100,84"
05/06/2009,"196,01","100,16"
08/06/2009,"195,04","99,21"
09/06/2009,"193,84","100,12"
12/06/2009,"192,84","100,18"
15/06/2009,"190,04","97,31"
16/06/2009,"189,44","96,31"
17/06/2009,"189,04","96,35"
18/06/2009,"188,05","95,21"
19/06/2009,"186,25","94,4"
22/06/2009,"183,05","90,44"
23/06/2009,"181,85","91,75"
24/06/2009,"180,28","90,82"
25/06/2009,"177,69","91,31"
26/06/2009,"177,69","91,64"
29/06/2009,"178,19","90,73"
30/06/2009,"180,75","92,03"
01/07/2009,"180,19","93,41"
02/07/2009,"179,44","91,92"
03/07/2009,"178,95","91,68"
06/07/2009,"177,71","90,67"
07/07/2009,"178,77","89,7"
08/07/2009,"177,98","88,55"
09/07/2009,"178,52","89,62"
10/07/2009,"178,85","89,43"
13/07/2009,"179,28","90,55"
14/07/2009,"179,85","91,34"
15/07/2009,"178,13","92,05"
16/07/2009,"179,85","93,19"
17/07/2009,"178,57","92,62"
20/07/2009,"180,35","94,77"
21/07/2009,"179,85","94,31"
22/07/2009,"179,85","94,46"
23/07/2009,"181,05","95,84"
24/07/2009,"180,85","95,34"
27/07/2009,"182,08","97,11"
28/07/2009,"182,99","97,23"
29/07/2009,"182,05","95,61"
30/07/2009,"183,96","98,16"
31/07/2009,"182,85","98,04"
03/08/2009,"184,92","100,77"
04/08/2009,"185,35","101,67"
05/08/2009,"185,08","102,2"
06/08/2009,"186,1","101,3"
07/08/2009,"185,68","101,8"
10/08/2009,"186,07","100,63"
11/08/2009,"186,44","101,16"
12/08/2009,"186,51","101,7"
13/08/2009,"185,99","101,52"
14/08/2009,"186,34","100,56"
17/08/2009,"184,68","98,86"
18/08/2009,"185,13","100,34"
19/08/2009,"184,85","100,19"
20/08/2009,"185,49","100,64"
21/08/2009,"186,84","102,04"
24/08/2009,"187,11","101,41"
25/08/2009,"186,46","100,41"
26/08/2009,"188,04","101,04"
27/08/2009,"186,68","100,09"
28/08/2009,"187,06","99,39"
31/08/2009,"187,84","99,44"
01/09/2009,"186,24","97,77"
02/09/2009,"187,57","99,51"
03/09/2009,"188,72","101,13"
04/09/2009,"189,38","102,92"
08/09/2009,"188,13","102,97"
09/09/2009,"189,98","103,48"
10/09/2009,"189,72","104,18"
11/09/2009,"188,84","103,36"
14/09/2009,"189,92","104,76"
15/09/2009,"189,51","104,93"
16/09/2009,"189,51","105,28"
17/09/2009,"190,59","105,47"
18/09/2009,"190,7","105,42"
21/09/2009,"189,67","104,45"
22/09/2009,"189,91","105,62"
23/09/2009,"190,09","106,37"
24/09/2009,"188,34","104,4"
25/09/2009,"188,14","104,64"
28/09/2009,"187,41","104,58"
29/09/2009,"187,74","104,71"
30/09/2009,"186,59","105,3"
01/10/2009,"187,04","104,61"
02/10/2009,"186,69",105
05/10/2009,"186,64","105,99"
06/10/2009,"186,75","106,59"
07/10/2009,"188,56","107,38"
08/10/2009,"186,84","107,44"
09/10/2009,"186,75","107,51"
13/10/2009,"186,99","108,27"
14/10/2009,"186,09","109,27"
15/10/2009,"185,05","108,91"
16/10/2009,"184,66","107,99"
19/10/2009,"183,1","107,01"
20/10/2009,"180,96","103,76"
21/10/2009,"180,28","104,51"
22/10/2009,"178,85","103,08"
23/10/2009,"174,49","101,86"
26/10/2009,"169,77","97,57"
27/10/2009,"169,11","97,24"
28/10/2009,"168,86","96,22"
29/10/2009,"169,41","97,87"
30/10/2009,"169,36","96,45"
03/11/2009,"168,66","96,65"
04/11/2009,"170,36","98,59"
05/11/2009,"169,73","98,57"
06/11/2009,"168,53","98,04"
09/11/2009,"162,77","95,69"
10/11/2009,"152,98","89,1"
11/11/2009,"147,42","85,61"
12/11/2009,"147,44","84,83"
13/11/2009,"148,21","86,07"
16/11/2009,"150,57","88,05"
17/11/2009,"153,25","89,25"
18/11/2009,"157,01","91,93"
19/11/2009,"158,01","91,12"
20/11/2009,"159,24","91,83"
23/11/2009,"163,75","94,76"
24/11/2009,"170,57","98,31"
25/11/2009,"171,29","99,24"
26/11/2009,171,"97,71"
27/11/2009,"169,46","97,22"
30/11/2009,"171,94","98,03"
01/12/2009,"173,32","100,65"
02/12/2009,"174,44","101,3"
03/12/2009,175,"102,4"
04/12/2009,"174,85","101,36"
07/12/2009,"174,73","101,47"
08/12/2009,"177,85","101,17"
09/12/2009,"177,6","100,28"
10/12/2009,"178,35","100,99"
11/12/2009,"178,71","101,83"
14/12/2009,"180,03","103,35"
15/12/2009,"182,25","103,96"
16/12/2009,"183,46","104,84"
17/12/2009,"179,85","100,47"
18/12/2009,"179,1","100,45"
21/12/2009,"177,67","99,59"
22/12/2009,"174,28","97,8"
23/12/2009,"172,41","98,13"
28/12/2009,"171,36","98,42"
29/12/2009,"171,61","98,45"
30/12/2009,"171,29","98,27"
04/01/2010,"174,28","101,33"
05/01/2010,"173,57","100,27"
06/01/2010,"174,69","100,45"
07/01/2010,"174,08","99,76"
08/01/2010,"174,96","101,14"
11/01/2010,"176,45","101,64"
12/01/2010,"177,52","101,55"
13/01/2010,"176,6","100,34"
14/01/2010,"176,99","100,28"
15/01/2010,"175,77","99,19"
18/01/2010,"176,39","99,82"
19/01/2010,"177,18","99,99"
20/01/2010,"173,63","96,89"
21/01/2010,"171,23","95,13"
22/01/2010,"168,53","92,85"
25/01/2010,"168,08","92,3"
26/01/2010,"169,52","92,33"
28/01/2010,"169,95","91,03"
29/01/2010,"170,61","90,51"
01/02/2010,"168,86","90,83"
02/02/2010,"169,94","92,86"
03/02/2010,"168,78","91,58"
04/02/2010,"167,03","88,7"
05/02/2010,"164,53","87,05"
08/02/2010,"166,19","93,16"
09/02/2010,"165,29","89,49"
10/02/2010,167,"90,32"
11/02/2010,"166,94","90,29"
12/02/2010,"168,36","90,37"
17/02/2010,"167,06","91,49"
18/02/2010,"169,4","92,98"
19/02/2010,"170,77","94,61"
22/02/2010,"169,75","93,83"
23/02/2010,"169,19","92,66"
24/02/2010,"169,86","93,02"
25/02/2010,"171,11","93,45"
26/02/2010,"172,36","95,44"
01/03/2010,"172,06","95,69"
02/03/2010,"173,85","97,56"
03/03/2010,"174,35","97,4"
04/03/2010,"173,39","96,76"
05/03/2010,"174,24","97,56"
08/03/2010,"173,95","97,29"
09/03/2010,"176,77","99,31"
10/03/2010,"176,92","99,9"
11/03/2010,"176,85","99,92"
12/03/2010,"178,39","101,24"
15/03/2010,"178,21","101,08"
16/03/2010,"177,85","100,82"
17/03/2010,"180,6","102,32"
18/03/2010,"174,98","97,97"
19/03/2010,"176,52","98,01"
22/03/2010,"172,48","95,82"
23/03/2010,"171,93","96,75"
24/03/2010,"170,63","94,79"
25/03/2010,"167,78","92,75"
29/03/2010,"168,36","93,64"
30/03/2010,"168,78","94,03"
31/03/2010,"168,78","94,76"
01/04/2010,"168,5","95,25"
05/04/2010,"167,19","94,89"
06/04/2010,"166,11","94,7"
07/04/2010,"162,76","91,65"
08/04/2010,"159,96","89,96"
09/04/2010,"158,28","89,22"
12/04/2010,"157,87","89,85"
13/04/2010,"157,7","89,76"
14/04/2010,"157,33","90,06"
15/04/2010,"157,22","89,69"
16/04/2010,"156,7","89,04"
19/04/2010,"156,87","89,38"
20/04/2010,"156,4","89,22"
22/04/2010,"154,95","87,89"
23/04/2010,"153,72","87,29"
26/04/2010,"154,73","88,67"
27/04/2010,"154,8","87,7"
28/04/2010,"153,7","87,78"
29/04/2010,"154,14",89
30/04/2010,"155,58","89,57"
03/05/2010,"156,87","90,68"
04/05/2010,"157,37","89,36"
05/05/2010,"157,33","87,55"
06/05/2010,"157,23","84,81"
07/05/2010,"157,41","85,13"
10/05/2010,"157,94","89,08"
11/05/2010,"157,95","88,49"
12/05/2010,"158,87","89,5"
13/05/2010,"160,23","90,17"
14/05/2010,"159,79","88,53"
17/05/2010,"159,63","88,2"
18/05/2010,"160,32","87,99"
19/05/2010,"160,1","87,15"
20/05/2010,"161,11","86,53"
21/05/2010,"162,17","87,14"
24/05/2010,"161,86","86,84"
25/05/2010,"162,17","86,82"
26/05/2010,"164,72","88,75"
27/05/2010,"165,61","90,7"
28/05/2010,"166,01","91,77"
31/05/2010,"166,01","91,22"
01/06/2010,"164,66","89,54"
02/06/2010,"161,4","88,39"
04/06/2010,"158,7","85,41"
07/06/2010,"160,71","85,53"
08/06/2010,"160,42","86,29"
09/06/2010,"161,86","87,64"
10/06/2010,"163,01","90,16"
11/06/2010,"170,26","93,76"
14/06/2010,"172,27","95,28"
15/06/2010,"173,36","96,68"
16/06/2010,"174,6","97,54"
17/06/2010,"174,22","97,33"
18/06/2010,"174,31","98,37"
21/06/2010,"170,22","95,95"
22/06/2010,"169,68","95,22"
23/06/2010,"167,86","93,72"
24/06/2010,"170,13","95,1"
25/06/2010,"168,66","94,81"
28/06/2010,"168,94","94,75"
29/06/2010,"171,93","94,99"
30/06/2010,"174,35","96,65"
01/07/2010,"174,27","97,09"
02/07/2010,"170,06","95,75"
05/07/2010,"170,09","95,72"
06/07/2010,"168,69","94,66"
07/07/2010,"169,4","95,93"
09/07/2010,"171,64","97,52"
12/07/2010,"170,46","96,58"
13/07/2010,"172,98","98,68"
14/07/2010,"172,36","97,54"
15/07/2010,"172,11","97,13"
16/07/2010,173,"97,08"
19/07/2010,"171,77","96,12"
20/07/2010,"170,52","96,12"
21/07/2010,"170,48","95,51"
22/07/2010,"170,86","97,08"
23/07/2010,"170,52","96,94"
26/07/2010,"171,66","97,26"
27/07/2010,"171,19","96,72"
28/07/2010,"172,31","97,35"
30/07/2010,"175,35","99,92"
02/08/2010,"172,85","98,72"
03/08/2010,"171,31","97,39"
04/08/2010,"173,28","98,51"
05/08/2010,"173,5","98,91"
06/08/2010,"173,24","98,43"
09/08/2010,"171,77","98,04"
10/08/2010,"171,86","97,7"
11/08/2010,"172,01","97,18"
12/08/2010,"172,69","97,56"
13/08/2010,"171,69","96,89"
16/08/2010,"173,94",99
17/08/2010,"173,7","99,03"
18/08/2010,"173,52","99,04"
19/08/2010,"171,95","97,92"
20/08/2010,"173,19","98,46"
24/08/2010,"167,36","94,82"
26/08/2010,"166,19","94,32"
29/09/2010,"172,47","101,16"
30/09/2010,"171,16","101,16"
01/10/2010,"170,07","101,29"
04/10/2010,"169,86","100,45"
05/10/2010,"171,27","102,56"
06/10/2010,"170,11","101,25"
07/10/2010,"171,69","101,83"
08/10/2010,"170,86","102,43"
11/10/2010,"171,52","102,95"
13/10/2010,"172,02","104,13"
14/10/2010,"171,04","102,91"
15/10/2010,"171,49",103
18/10/2010,"171,48","103,05"
19/10/2010,"171,52","101,73"
20/10/2010,"173,43","103,54"
21/10/2010,"176,77","104,29"
22/10/2010,"175,85","103,08"
25/10/2010,"178,28","104,87"
26/10/2010,"178,4","104,63"
27/10/2010,"179,46","104,34"
28/10/2010,"179,85","104,99"
29/10/2010,"181,2","106,47"
01/11/2010,"178,71",105
03/11/2010,"179,69","105,77"
04/11/2010,"182,54","108,91"
05/11/2010,"183,27","109,16"
08/11/2010,"183,76","108,35"
09/11/2010,"190,77","112,28"
10/11/2010,"189,17","111,08"
11/11/2010,"190,12","110,73"
12/11/2010,"187,59","108,88"
16/11/2010,"187,3","107,64"
17/11/2010,"187,61","108,7"
18/11/2010,"188,42",110
19/11/2010,"189,09","110,06"
22/11/2010,"189,24","109,51"
23/11/2010,"189,51","109,54"
24/11/2010,"189,53",110
25/11/2010,"189,68","110,22"
26/11/2010,"189,11","109,37"
29/11/2010,"188,92","109,65"
30/11/2010,"188,84","110,11"
01/12/2010,"190,34","111,44"
02/12/2010,"188,99","111,04"
03/12/2010,"189,2","112,29"
06/12/2010,"189,42","112,82"
07/12/2010,"189,84","112,93"
08/12/2010,"189,09","111,69"
10/12/2010,"190,41","111,16"
13/12/2010,"190,76","112,41"
14/12/2010,"191,99","113,4"
15/12/2010,"192,76","113,45"
16/12/2010,"192,48","113,09"
17/12/2010,"193,05","112,57"
20/12/2010,"193,69","113,47"
21/12/2010,"195,14","114,99"
22/12/2010,"197,91","116,69"
23/12/2010,"196,25","115,85"
27/12/2010,"195,25","115,6"
28/12/2010,"196,83","116,4"
29/12/2010,"197,99","117,92"
30/12/2010,"198,29","119,16"
03/01/2011,"198,91","120,55"
04/01/2011,"199,14","119,67"
05/01/2011,"198,62","118,65"
06/01/2011,"199,36","118,18"
10/01/2011,"203,52","120,5"
11/01/2011,"203,82","120,82"
12/01/2011,"209,18","124,81"
13/01/2011,"207,54","124,27"
17/01/2011,"206,91","122,94"
18/01/2011,"210,24","125,36"
19/01/2011,"209,65","125,39"
20/01/2011,"209,02","124,94"
24/01/2011,"209,2","125,12"
25/01/2011,"209,49","125,29"
26/01/2011,"210,13","125,75"
27/01/2011,"209,97","125,06"
28/01/2011,"209,91","124,58"
31/01/2011,"212,15","126,73"
01/02/2011,"213,59","128,36"
02/02/2011,"214,27","128,46"
03/02/2011,"214,74","128,59"
04/02/2011,"214,67","128,09"
07/02/2011,"214,07","127,42"
08/02/2011,"214,03","128,39"
09/02/2011,"214,6","129,2"
10/02/2011,"214,48","128,36"
11/02/2011,"214,32","128,56"
14/02/2011,"213,97","128,2"
15/02/2011,"215,9","129,28"
16/02/2011,"213,74","127,83"
17/02/2011,"214,74","129,13"
18/02/2011,"213,89","128,54"
21/02/2011,"214,32","128,49"
22/02/2011,"215,63","128,89"
23/02/2011,"214,88","128,28"
24/02/2011,"213,74","128,45"
28/02/2011,"213,74","128,53"
01/03/2011,"213,82","128,49"
02/03/2011,"214,2","129,04"
03/03/2011,"213,91","129,48"
04/03/2011,"214,07","129,97"
09/03/2011,"215,19","129,87"
10/03/2011,"216,28","130,21"
11/03/2011,"214,04","128,47"
14/03/2011,"212,19","127,67"
15/03/2011,"209,42","125,63"
16/03/2011,"211,57","126,38"
17/03/2011,"214,24","127,07"
18/03/2011,"214,81","128,63"
21/03/2011,"216,45","129,84"
22/03/2011,"216,12","129,96"
23/03/2011,"218,31","131,43"
24/03/2011,"218,53","131,73"
25/03/2011,"219,3","132,11"
28/03/2011,"220,42","132,62"
29/03/2011,"220,54","133,34"
30/03/2011,"219,48","134,73"
31/03/2011,"219,04","134,3"
01/04/2011,"219,01","135,86"
04/04/2011,"214,85","133,53"
05/04/2011,"217,86","135,4"
06/04/2011,"218,32","135,27"
07/04/2011,"219,67","138,68"
08/04/2011,"220,18","139,89"
11/04/2011,"219,05","138,55"
12/04/2011,"218,95","137,44"
13/04/2011,"219,51","137,97"
14/04/2011,"220,36","139,47"
15/04/2011,"221,14","140,14"
18/04/2011,"220,01","138,37"
19/04/2011,"221,28","140,4"
20/04/2011,"220,05","140,07"
25/04/2011,"222,05","141,16"
26/04/2011,"224,69","143,67"
27/04/2011,"224,27","142,76"
28/04/2011,"225,97","142,75"
29/04/2011,"228,43","145,22"
02/05/2011,"225,52","143,1"
03/05/2011,"230,58","145,11"
04/05/2011,"229,07","142,72"
05/05/2011,"229,6","141,29"
06/05/2011,"230,27","142,4"
09/05/2011,"230,58","142,34"
10/05/2011,"230,07","143,35"
11/05/2011,"231,26","142,76"
12/05/2011,"229,88","141,64"
13/05/2011,"229,77","140,7"
16/05/2011,"229,31","140,51"
17/05/2011,"226,64","139,73"
18/05/2011,"228,07","141,48"
19/05/2011,"230,31","142,43"
20/05/2011,"229,57","142,15"
23/05/2011,"231,27","141,71"
24/05/2011,"233,51","143,79"
25/05/2011,"239,51","147,03"
26/05/2011,"235,93","145,91"
27/05/2011,"238,39","148,9"
30/05/2011,"239,63","150,43"
31/05/2011,"238,62","151,02"
01/06/2011,"237,26","148,66"
02/06/2011,"229,86","145,67"
03/06/2011,"232,55","147,56"
06/06/2011,"227,33","143,61"
07/06/2011,"232,67","147,44"
08/06/2011,"233,64","147,59"
09/06/2011,"233,54","146,98"
10/06/2011,"238,76","149,51"
13/06/2011,"232,2","146,22"
14/06/2011,"234,17","148,02"
15/06/2011,"228,77","142,98"
16/06/2011,"228,65","142,02"
17/06/2011,"227,61","142,52"
20/06/2011,"218,51","136,99"
21/06/2011,"217,93","137,15"
22/06/2011,"215,68","135,73"
24/06/2011,"217,53","135,62"
27/06/2011,"216,48","135,64"
28/06/2011,"219,93","139,37"
29/06/2011,"220,01","139,95"
30/06/2011,"220,05","140,88"
01/07/2011,221,"141,94"
04/07/2011,"223,77","144,09"
05/07/2011,"220,53","140,91"
06/07/2011,"222,97","142,11"
07/07/2011,"223,07","143,36"
08/07/2011,"222,9","142,52"
11/07/2011,"216,08","136,67"
12/07/2011,"214,98","135,98"
13/07/2011,"218,9","138,99"
14/07/2011,"217,78","138,01"
15/07/2011,"216,18","137,26"
18/07/2011,"217,62","137,82"
19/07/2011,"216,96","138,46"
20/07/2011,"215,38","138,06"
21/07/2011,"214,96","138,24"
22/07/2011,"216,11","138,98"
25/07/2011,"218,15","141,38"
26/07/2011,"218,87","142,49"
27/07/2011,"216,87","139,11"
28/07/2011,"218,22","139,08"
29/07/2011,"216,78","139,59"
01/08/2011,"218,28","139,74"
02/08/2011,"218,61","139,42"
03/08/2011,"217,68","139,36"
04/08/2011,"216,96","137,14"
05/08/2011,"218,14","137,54"
08/08/2011,"213,88","132,68"
09/08/2011,"215,69","134,05"
10/08/2011,218,"134,82"
11/08/2011,"218,88","135,36"
