INDICADOR DO CAFÉ ROBUSTA CEPEA/ESALQ,,
,,
Fonte: Cepea,,
Data,À vista R$,À vista US$
27/10/2004,"136,45","47,68"
28/10/2004,"136,42","47,58"
29/10/2004,"134,4","47,01"
01/11/2004,"132,49","46,44"
03/11/2004,"133,69","47,26"
04/11/2004,"134,06","47,54"
05/11/2004,"134,78","47,79"
08/11/2004,"134,7","47,5"
09/11/2004,"135,57","47,97"
10/11/2004,"138,55","49,01"
11/11/2004,"138,28","49,05"
12/11/2004,"137,12","49,15"
16/11/2004,"137,71","49,45"
17/11/2004,"137,79","49,89"
18/11/2004,"137,22","49,41"
19/11/2004,"137,39","49,32"
22/11/2004,"137,64","49,96"
23/11/2004,"138,21","50,37"
24/11/2004,"137,89","50,05"
25/11/2004,"137,39","50,05"
26/11/2004,"137,2","50,18"
29/11/2004,"138,29","50,32"
30/11/2004,"138,66","51,02"
01/12/2004,"138,32","51,02"
02/12/2004,"141,23","51,67"
03/12/2004,"138,92","51,28"
06/12/2004,"137,77","50,67"
07/12/2004,"137,36","49,99"
08/12/2004,"137,38","49,79"
09/12/2004,"138,2","49,69"
10/12/2004,"137,68","49,61"
13/12/2004,"137,75","49,84"
14/12/2004,"137,77","49,82"
15/12/2004,"138,5","50,82"
16/12/2004,"140,1","51,15"
17/12/2004,"139,36","50,94"
20/12/2004,"140,6","52,54"
21/12/2004,"140,96","52,19"
22/12/2004,"138,43","51,16"
23/12/2004,"139,22","51,53"
27/12/2004,"139,32","51,79"
28/12/2004,"139,85","51,99"
29/12/2004,"139,62","52,35"
30/12/2004,"139,51","52,45"
03/01/2005,"139,56","52,19"
04/01/2005,"140,6","52,07"
05/01/2005,"143,27","52,91"
06/01/2005,"142,35","52,28"
07/01/2005,"141,62","52,24"
10/01/2005,"142,8","52,83"
11/01/2005,"143,18","52,62"
12/01/2005,"144,96","53,67"
13/01/2005,"145,26","53,76"
14/01/2005,"144,79","53,59"
17/01/2005,"145,44","53,83"
18/01/2005,"146,01","53,72"
19/01/2005,"147,31","54,36"
20/01/2005,"147,57","54,29"
21/01/2005,"147,48","54,86"
24/01/2005,"147,76","55,11"
25/01/2005,"147,99","55,06"
26/01/2005,"149,28","56,04"
27/01/2005,"148,93","55,86"
28/01/2005,"147,69","55,8"
31/01/2005,"148,6","56,91"
01/02/2005,"148,04","56,72"
02/02/2005,"149,54","57,18"
03/02/2005,"148,71","57,13"
04/02/2005,"149,94","57,36"
09/02/2005,"153,43","58,9"
10/02/2005,153,"58,42"
11/02/2005,"153,76","59,05"
14/02/2005,"153,83","59,62"
15/02/2005,"152,33","58,93"
16/02/2005,"155,94","60,42"
17/02/2005,"153,49","59,89"
18/02/2005,"153,37","59,58"
21/02/2005,"153,89","59,69"
22/02/2005,"153,23","58,96"
23/02/2005,"155,6","59,99"
24/02/2005,"154,73","58,79"
25/02/2005,"154,71","59,1"
28/02/2005,"154,2","59,54"
01/03/2005,"153,42","58,6"
02/03/2005,"155,72","58,92"
03/03/2005,"154,27","57,52"
04/03/2005,"154,64","58,22"
07/03/2005,"155,37",58
08/03/2005,"157,16","58,34"
09/03/2005,"156,52","57,88"
10/03/2005,"157,58","58,06"
11/03/2005,"158,31","58,2"
14/03/2005,"158,26","57,49"
15/03/2005,"156,59","56,61"
16/03/2005,"155,88","56,4"
17/03/2005,"155,95","57,38"
18/03/2005,"155,16","57,11"
21/03/2005,"153,82","56,41"
22/03/2005,"152,03","56,35"
23/03/2005,"151,16","54,97"
24/03/2005,"146,84","53,59"
28/03/2005,"146,28","53,72"
29/03/2005,"150,19","55,67"
30/03/2005,"149,96","56,04"
31/03/2005,"151,61","56,82"
01/04/2005,"151,55","56,97"
04/04/2005,"150,72","57,07"
05/04/2005,"150,39","57,27"
06/04/2005,"151,23","58,14"
07/04/2005,"149,71","57,67"
08/04/2005,"147,72","57,12"
11/04/2005,"144,13","55,73"
12/04/2005,"144,56","56,16"
13/04/2005,"145,84","56,9"
14/04/2005,"143,85","55,82"
15/04/2005,"144,22","55,07"
18/04/2005,"144,94","55,6"
19/04/2005,"147,95","57,46"
20/04/2005,"149,61","58,4"
22/04/2005,"151,58","59,75"
25/04/2005,"152,2","60,33"
26/04/2005,"154,6","60,96"
27/04/2005,"154,42","61,38"
28/04/2005,"154,6","60,56"
29/04/2005,"154,22","60,98"
02/05/2005,"152,33","60,66"
03/05/2005,"151,93","60,94"
04/05/2005,"154,49","62,6"
05/05/2005,"154,28","62,59"
06/05/2005,"154,52","62,76"
09/05/2005,"155,22","63,38"
10/05/2005,"154,52","62,46"
11/05/2005,"155,87","63,47"
12/05/2005,"157,1","63,55"
13/05/2005,"159,61","64,54"
16/05/2005,"156,91","63,35"
17/05/2005,159,"64,06"
18/05/2005,"161,71","65,74"
19/05/2005,"164,19","67,07"
20/05/2005,"164,36","67,33"
23/05/2005,"164,69","67,83"
24/05/2005,"164,8","67,85"
25/05/2005,"165,44","68,65"
27/05/2005,"165,65","69,48"
30/05/2005,"165,29","69,71"
31/05/2005,"163,66","67,94"
01/06/2005,"162,11","66,36"
02/06/2005,"166,14","68,83"
03/06/2005,"167,4","68,97"
06/06/2005,"166,79","67,99"
07/06/2005,"169,79","68,94"
08/06/2005,"167,1","67,87"
09/06/2005,"167,06","66,88"
10/06/2005,"162,5","65,71"
13/06/2005,"155,49","63,49"
14/06/2005,"156,82","64,4"
15/06/2005,"159,6","65,54"
16/06/2005,"159,82","66,43"
17/06/2005,"159,48","66,78"
20/06/2005,"159,36","66,57"
21/06/2005,"159,11","67,05"
22/06/2005,"162,89","68,38"
23/06/2005,"159,93","66,67"
24/06/2005,"159,14","66,87"
27/06/2005,"152,49","64,2"
28/06/2005,"153,38","64,8"
29/06/2005,"155,36","65,97"
30/06/2005,"156,91","67,23"
01/07/2005,"157,12","66,66"
04/07/2005,"157,72","66,66"
05/07/2005,"159,75","67,21"
06/07/2005,"159,31","66,49"
07/07/2005,"159,21","66,98"
08/07/2005,"158,94","67,2"
11/07/2005,"157,91","67,46"
12/07/2005,"157,18","67,08"
13/07/2005,"157,52","66,89"
14/07/2005,"158,76","67,93"
15/07/2005,"158,22","67,67"
18/07/2005,"153,68","65,73"
19/07/2005,"146,83","62,7"
20/07/2005,"148,33","63,25"
21/07/2005,"149,94","63,62"
22/07/2005,"151,83","63,31"
25/07/2005,"154,94","62,93"
26/07/2005,"156,42","63,82"
27/07/2005,"156,7","64,25"
28/07/2005,"157,5","65,43"
29/07/2005,"156,07","65,3"
01/08/2005,"154,52","65,28"
02/08/2005,"155,27","66,3"
03/08/2005,"154,37","66,8"
04/08/2005,"156,12","67,76"
05/08/2005,"152,92","66,2"
08/08/2005,"151,38",65
09/08/2005,"150,83","65,72"
10/08/2005,"149,71","65,69"
11/08/2005,"149,71","63,81"
12/08/2005,"151,33","63,74"
15/08/2005,"148,43","63,71"
16/08/2005,"147,27","62,48"
17/08/2005,"150,67",64
18/08/2005,"146,09","61,36"
19/08/2005,"147,93","60,38"
22/08/2005,"148,42","62,23"
23/08/2005,"151,23","62,75"
24/08/2005,"150,03","61,51"
25/08/2005,"148,84","62,07"
26/08/2005,"146,09","60,79"
29/08/2005,"147,28","61,75"
30/08/2005,"148,46","62,27"
31/08/2005,"149,46","63,38"
01/09/2005,"152,03","64,36"
02/09/2005,"151,21","64,87"
05/09/2005,"150,55","64,39"
06/09/2005,"148,91","64,05"
08/09/2005,"145,75","62,8"
09/09/2005,"146,51","63,42"
12/09/2005,"147,39","63,48"
13/09/2005,"147,4","63,31"
14/09/2005,"147,63","63,42"
15/09/2005,"148,71","64,77"
16/09/2005,"146,5","63,72"
19/09/2005,"144,59","62,98"
20/09/2005,"146,94","63,89"
21/09/2005,"146,34","64,33"
22/09/2005,"146,56","64,39"
23/09/2005,"148,21","65,41"
26/09/2005,"144,74","64,3"
27/09/2005,"145,4","64,36"
28/09/2005,"145,29",65
29/09/2005,"146,95","66,37"
30/09/2005,"147,21","66,02"
03/10/2005,"146,93","65,89"
04/10/2005,"146,4","64,75"
05/10/2005,"146,62","64,65"
06/10/2005,"147,03","64,15"
07/10/2005,"147,84","65,71"
10/10/2005,"149,09","66,59"
11/10/2005,"149,71","67,01"
13/10/2005,"149,62","66,29"
14/10/2005,"149,72","66,66"
17/10/2005,"150,5","67,28"
18/10/2005,"151,03","67,4"
19/10/2005,"151,93","67,53"
20/10/2005,"151,93","67,53"
21/10/2005,"151,29","66,77"
24/10/2005,"152,34","67,38"
25/10/2005,"153,33","67,76"
26/10/2005,"153,43","67,32"
27/10/2005,"153,96","67,2"
28/10/2005,"153,23","67,68"
31/10/2005,"153,53","68,18"
01/11/2005,"153,63","68,4"
03/11/2005,"155,98","70,23"
04/11/2005,"155,63","70,32"
07/11/2005,"157,19","71,35"
08/11/2005,"158,56","72,24"
09/11/2005,"163,08","74,84"
10/11/2005,"162,53","74,93"
11/11/2005,"162,99","75,36"
14/11/2005,"160,32","72,54"
16/11/2005,"157,93","71,66"
17/11/2005,"159,39","72,78"
18/11/2005,"157,53","70,67"
21/11/2005,160,"71,97"
22/11/2005,"162,04","72,12"
23/11/2005,"161,57","72,1"
24/11/2005,"161,71","72,1"
25/11/2005,"163,54","73,2"
28/11/2005,"162,72","73,86"
29/11/2005,"162,76","74,35"
30/11/2005,"163,21","73,99"
01/12/2005,"162,11","72,99"
02/12/2005,"161,99","73,33"
05/12/2005,"162,49","73,99"
06/12/2005,"162,15","74,48"
07/12/2005,"161,52","73,59"
08/12/2005,"160,94","72,36"
09/12/2005,"162,17","71,98"
12/12/2005,"163,81","72,48"
13/12/2005,"164,92","72,81"
14/12/2005,"163,02","71,47"
15/12/2005,"162,71","70,75"
16/12/2005,"163,15","69,81"
19/12/2005,"164,27","68,96"
20/12/2005,"165,31","70,47"
21/12/2005,"165,82","71,88"
22/12/2005,"165,14","70,88"
23/12/2005,"166,01","71,62"
26/12/2005,"164,82","70,8"
27/12/2005,"165,15","70,64"
28/12/2005,"165,57","70,51"
29/12/2005,"166,38","70,86"
02/01/2006,"165,93","70,91"
03/01/2006,"168,31","72,2"
04/01/2006,"169,98","74,23"
05/01/2006,"172,96","75,59"
06/01/2006,"172,79","75,72"
09/01/2006,"173,67","77,19"
10/01/2006,"173,08","76,48"
11/01/2006,"174,06","76,21"
12/01/2006,"175,69","77,57"
13/01/2006,"175,56","77,14"
16/01/2006,"180,01","79,16"
17/01/2006,"181,99","78,75"
18/01/2006,"186,46","80,27"
19/01/2006,"183,9","78,99"
20/01/2006,"185,92","81,61"
23/01/2006,"184,52","81,72"
24/01/2006,"185,53","82,68"
25/01/2006,"188,36","83,83"
26/01/2006,"188,28","84,39"
27/01/2006,"188,43","85,03"
30/01/2006,"187,35","84,54"
31/01/2006,"187,21","84,52"
01/02/2006,"184,75","83,07"
02/02/2006,"184,68","82,96"
03/02/2006,"184,79","83,65"
06/02/2006,"183,03","83,77"
07/02/2006,"175,9","80,43"
08/02/2006,"178,44","81,63"
09/02/2006,"180,13","83,01"
10/02/2006,"179,25","82,75"
13/02/2006,"176,57","82,01"
14/02/2006,"175,7","82,18"
15/02/2006,"175,31","82,04"
16/02/2006,"174,51","82,47"
17/02/2006,"177,24","83,41"
20/02/2006,"177,9","84,04"
21/02/2006,"179,47","83,24"
22/02/2006,"178,92","83,57"
23/02/2006,"182,14","85,03"
24/02/2006,"180,8","84,49"
01/03/2006,"183,58","86,76"
02/03/2006,"185,72","87,94"
03/03/2006,"186,58","88,34"
06/03/2006,"187,65","87,61"
07/03/2006,"185,23","85,4"
08/03/2006,"184,22","84,27"
09/03/2006,"184,05","85,17"
10/03/2006,"183,46","85,77"
13/03/2006,"182,01","85,29"
14/03/2006,"179,92","84,63"
15/03/2006,"181,79","85,71"
16/03/2006,"179,67","85,15"
17/03/2006,"176,35","82,95"
20/03/2006,"176,53","82,14"
21/03/2006,"175,04","80,52"
22/03/2006,"174,98","81,31"
23/03/2006,"174,56","80,74"
24/03/2006,"174,06","80,81"
27/03/2006,"174,81","80,52"
28/03/2006,"174,81","79,13"
29/03/2006,"175,46","79,25"
30/03/2006,"175,24","80,06"
31/03/2006,"178,58","82,49"
03/04/2006,"175,82","82,2"
04/04/2006,"175,52","82,21"
05/04/2006,"177,16","83,02"
06/04/2006,"176,8","83,01"
07/04/2006,"175,38","81,57"
10/04/2006,"174,14","80,73"
11/04/2006,"172,32","80,52"
12/04/2006,"173,24","81,22"
13/04/2006,"172,68","80,77"
17/04/2006,"170,32","79,74"
18/04/2006,"157,96","74,62"
19/04/2006,"157,84","74,67"
20/04/2006,"158,98","74,99"
24/04/2006,"158,84","75,13"
25/04/2006,"158,46","74,5"
26/04/2006,"158,13","74,66"
27/04/2006,"157,95","75,03"
28/04/2006,"157,12","75,29"
02/05/2006,"157,59","76,5"
03/05/2006,"157,11","75,71"
04/05/2006,"155,84","75,25"
05/05/2006,"153,57","74,73"
08/05/2006,"152,48","73,66"
09/05/2006,"152,79","74,13"
10/05/2006,"152,73","74,14"
11/05/2006,"151,62","72,16"
12/05/2006,"152,46","71,11"
15/05/2006,"149,57","68,42"
16/05/2006,"151,03","70,71"
17/05/2006,"150,64","68,35"
18/05/2006,"152,1","69,93"
19/05/2006,"152,57","69,1"
22/05/2006,"153,46","67,04"
23/05/2006,"154,73","67,48"
24/05/2006,"156,28","65,12"
25/05/2006,"157,46","68,64"
26/05/2006,"157,51","70,31"
29/05/2006,"156,93","68,98"
30/05/2006,"157,64","68,24"
31/05/2006,"159,83","68,8"
01/06/2006,"159,39","70,75"
02/06/2006,"162,12","71,2"
05/06/2006,"160,46","71,28"
06/06/2006,"159,34","70,6"
07/06/2006,"159,5","71,21"
08/06/2006,"158,17","69,62"
09/06/2006,"159,12","70,38"
12/06/2006,"158,95","69,41"
13/06/2006,"158,83","68,97"
14/06/2006,"160,39","70,29"
16/06/2006,"160,39","71,44"
19/06/2006,"158,33","70,28"
20/06/2006,"157,72","70,22"
21/06/2006,"158,15","70,85"
22/06/2006,"156,96","69,95"
23/06/2006,"157,66","70,7"
26/06/2006,"156,06","69,95"
27/06/2006,"156,83","70,08"
28/06/2006,"156,74","70,6"
29/06/2006,"157,61","72,53"
30/06/2006,"157,83","72,9"
03/07/2006,"159,17","73,01"
04/07/2006,"160,03","73,78"
05/07/2006,"161,95","73,62"
06/07/2006,"161,38","74,2"
07/07/2006,"161,23","73,89"
10/07/2006,"162,6","74,59"
11/07/2006,"163,13","74,66"
12/07/2006,"163,92","74,51"
13/07/2006,"163,27","73,55"
14/07/2006,"162,83","73,58"
17/07/2006,"159,44","72,31"
18/07/2006,"159,97","72,95"
19/07/2006,"160,77","73,85"
20/07/2006,"160,28","73,09"
21/07/2006,"155,98","70,93"
24/07/2006,"157,56","71,88"
25/07/2006,"159,05","72,2"
26/07/2006,"159,06","72,63"
27/07/2006,"159,94",73
28/07/2006,"161,38","74,23"
31/07/2006,"163,93","75,34"
01/08/2006,"162,05","73,96"
02/08/2006,"164,22","75,3"
03/08/2006,"163,76","75,22"
04/08/2006,"164,1","75,14"
07/08/2006,"165,04","75,53"
08/08/2006,"165,96","76,2"
09/08/2006,"169,02","77,96"
10/08/2006,"170,52","78,94"
11/08/2006,"170,37","78,69"
14/08/2006,"167,44","77,45"
15/08/2006,"168,94","78,91"
16/08/2006,"174,56","81,65"
17/08/2006,"173,43",81
18/08/2006,"174,72","81,38"
21/08/2006,"178,31","83,64"
22/08/2006,"181,08","84,7"
23/08/2006,"179,94","83,61"
24/08/2006,"177,17","82,25"
25/08/2006,"177,05","82,08"
28/08/2006,"175,98","82,23"
29/08/2006,"177,8","83,16"
30/08/2006,"175,64","82,15"
31/08/2006,"177,5","82,75"
01/09/2006,"178,96","83,66"
04/09/2006,"179,96","84,72"
05/09/2006,"182,36","85,53"
06/09/2006,"183,02","85,05"
08/09/2006,"182,03","84,31"
11/09/2006,"180,05","82,74"
12/09/2006,"180,54","83,28"
13/09/2006,"183,16","84,88"
14/09/2006,"184,23","85,17"
15/09/2006,"183,36","85,21"
18/09/2006,"181,81","84,68"
19/09/2006,"181,7",84
20/09/2006,"182,22","83,7"
21/09/2006,"183,86","83,23"
22/09/2006,"183,93","83,34"
25/09/2006,"184,56","83,17"
26/09/2006,"185,95","84,79"
27/09/2006,"186,41","85,23"
28/09/2006,"185,95","85,61"
29/09/2006,"186,2","85,77"
02/10/2006,"182,65","84,64"
03/10/2006,"184,04","84,66"
04/10/2006,"184,91","85,53"
05/10/2006,"184,71","85,55"
06/10/2006,"184,08","85,1"
09/10/2006,"182,67","84,73"
10/10/2006,"182,2","84,63"
11/10/2006,"182,6","84,61"
13/10/2006,"184,46","86,32"
16/10/2006,"184,38","86,56"
17/10/2006,"185,79","87,15"
18/10/2006,"186,39","87,18"
19/10/2006,"184,68","86,26"
20/10/2006,"186,01","86,88"
23/10/2006,"188,38","88,11"
24/10/2006,"188,79","87,81"
25/10/2006,"188,16","87,68"
26/10/2006,"189,39","88,58"
27/10/2006,"189,29","88,7"
30/10/2006,"189,79","88,27"
31/10/2006,"191,03","89,14"
01/11/2006,"191,25","89,2"
03/11/2006,"195,27","91,25"
06/11/2006,"198,23","92,76"
07/11/2006,"201,63","94,31"
08/11/2006,"200,69","93,56"
09/11/2006,"202,38","94,53"
10/11/2006,"203,79","94,7"
13/11/2006,"200,92","92,63"
14/11/2006,"202,65","94,3"
16/11/2006,"205,07","95,21"
17/11/2006,"200,46","92,8"
20/11/2006,"200,17","92,37"
21/11/2006,"204,79","94,68"
22/11/2006,"205,29","94,78"
23/11/2006,"204,93","94,52"
24/11/2006,"205,34","94,63"
27/11/2006,"208,18","95,02"
28/11/2006,"208,48","95,28"
29/11/2006,"211,13","97,34"
30/11/2006,"208,42","96,31"
01/12/2006,"210,01","96,87"
04/12/2006,"210,85","97,44"
05/12/2006,"211,84","98,44"
06/12/2006,"213,69","99,58"
07/12/2006,"213,18","99,48"
08/12/2006,"214,12","100,06"
11/12/2006,"214,96","100,54"
12/12/2006,"215,07","99,94"
13/12/2006,"217,01","101,12"
14/12/2006,"217,35","101,19"
15/12/2006,"219,28","102,14"
18/12/2006,"218,25","101,56"
19/12/2006,"217,45","100,95"
20/12/2006,"218,88","101,43"
21/12/2006,"219,98","101,99"
22/12/2006,"219,95","102,45"
26/12/2006,"218,88","102,09"
27/12/2006,"221,47","103,2"
28/12/2006,"219,78","102,89"
02/01/2007,"221,61",104
03/01/2007,"220,53","103,05"
04/01/2007,"220,37","102,78"
05/01/2007,"219,78","102,13"
08/01/2007,"218,23","101,46"
09/01/2007,"218,53","101,64"
10/01/2007,"214,71","99,91"
11/01/2007,"215,53","100,48"
12/01/2007,"216,78","101,25"
15/01/2007,"218,66","102,18"
16/01/2007,"218,68","102,19"
17/01/2007,"217,03","101,7"
18/01/2007,"213,71","100,1"
19/01/2007,"210,29","98,68"
22/01/2007,"211,29","98,92"
23/01/2007,"206,8","96,95"
24/01/2007,"206,2","96,85"
25/01/2007,"206,63","96,83"
26/01/2007,"205,3","96,02"
29/01/2007,"205,02","96,03"
30/01/2007,"203,94","95,73"
31/01/2007,"202,47","95,32"
01/02/2007,"201,52","95,87"
02/02/2007,"201,74","95,84"
05/02/2007,"200,3","95,66"
06/02/2007,"199,43","95,6"
07/02/2007,"199,2","95,13"
08/02/2007,"199,7","95,42"
09/02/2007,"197,91","93,88"
12/02/2007,"198,43","93,86"
13/02/2007,"194,23","92,14"
14/02/2007,"194,93","93,18"
15/02/2007,"195,52","93,42"
16/02/2007,"194,95","93,14"
21/02/2007,"194,52","93,66"
22/02/2007,"197,12","94,68"
23/02/2007,"196,52","94,07"
26/02/2007,"198,93","95,45"
27/02/2007,"199,47","94,09"
28/02/2007,"200,8","94,67"
01/03/2007,"200,13","94,45"
02/03/2007,"200,37","93,98"
05/03/2007,"198,43","92,94"
06/03/2007,"198,68","93,85"
07/03/2007,"200,94","95,1"
08/03/2007,"200,51","95,17"
09/03/2007,"201,39","95,95"
12/03/2007,"201,8","96,65"
13/03/2007,"202,24","96,12"
14/03/2007,"200,3","95,52"
15/03/2007,"202,58","96,93"
16/03/2007,"203,23","97,1"
19/03/2007,"203,13","97,71"
20/03/2007,"202,8","97,64"
21/03/2007,"202,91","98,5"
22/03/2007,"202,4","98,2"
23/03/2007,"203,2","98,54"
26/03/2007,"203,2","98,64"
27/03/2007,"203,94","98,86"
28/03/2007,"203,55","98,38"
29/03/2007,"203,76","99,69"
30/03/2007,"201,3","97,67"
02/04/2007,"201,63","98,45"
03/04/2007,"202,37","99,35"
04/04/2007,"202,69","99,65"
05/04/2007,"203,3","100,05"
09/04/2007,"201,8","99,66"
10/04/2007,"202,23","99,72"
11/04/2007,"200,14","98,2"
12/04/2007,"201,47","99,05"
13/04/2007,"200,93","99,42"
16/04/2007,"199,09","97,74"
17/04/2007,"198,93","97,71"
18/04/2007,"198,3","97,54"
19/04/2007,"196,36","96,78"
20/04/2007,"195,31","96,35"
23/04/2007,"195,41","95,98"
24/04/2007,"194,7","95,67"
25/04/2007,"192,64","95,32"
26/04/2007,"188,81","93,15"
27/04/2007,"184,07","90,58"
30/04/2007,"185,48","91,1"
02/05/2007,"182,96","90,4"
03/05/2007,"184,39","90,97"
04/05/2007,"184,32","90,57"
07/05/2007,"184,48","91,28"
08/05/2007,"184,96","91,47"
09/05/2007,"185,53","91,89"
10/05/2007,"185,24","91,57"
11/05/2007,"185,98","92,16"
14/05/2007,"187,13","93,14"
15/05/2007,"189,22","95,47"
16/05/2007,"189,96","97,26"
17/05/2007,"190,26","97,47"
18/05/2007,"191,81","97,81"
21/05/2007,193,"99,53"
22/05/2007,"194,14","99,87"
23/05/2007,"192,42","98,63"
24/05/2007,"193,52","98,24"
25/05/2007,"193,98","99,37"
28/05/2007,"193,81","99,75"
29/05/2007,"194,31","99,65"
30/05/2007,"193,64","99,71"
31/05/2007,"192,48","99,94"
01/06/2007,"195,9","102,84"
04/06/2007,"196,41","101,87"
05/06/2007,"197,16","101,37"
06/06/2007,"198,3","101,59"
08/06/2007,"203,4","103,51"
11/06/2007,"204,08","105,17"
12/06/2007,"204,2","104,93"
13/06/2007,205,"105,4"
14/06/2007,"203,8","105,76"
15/06/2007,"204,63","106,97"
18/06/2007,"205,3","107,71"
19/06/2007,"204,21","107,2"
20/06/2007,"205,63","106,6"
21/06/2007,"205,23","107,06"
22/06/2007,"205,44","105,73"
25/06/2007,"203,67","104,39"
26/06/2007,"204,38","104,65"
27/06/2007,"204,77","105,39"
28/06/2007,"204,55","106,42"
29/06/2007,"203,91","105,65"
02/07/2007,"204,13","106,6"
03/07/2007,"203,42","106,45"
04/07/2007,"203,05","106,31"
05/07/2007,"203,5","106,32"
06/07/2007,"202,74","106,53"
09/07/2007,"203,13","106,97"
10/07/2007,"203,96","107,75"
11/07/2007,"204,69","108,18"
12/07/2007,"202,94","108,29"
13/07/2007,"199,63","107,22"
16/07/2007,"199,05","106,39"
17/07/2007,"200,18","107,62"
18/07/2007,"200,7","107,9"
19/07/2007,"201,83","108,86"
20/07/2007,"202,63","109,18"
23/07/2007,"201,26","109,26"
24/07/2007,"200,09","107,52"
25/07/2007,"199,38","106,79"
26/07/2007,"200,84","104,17"
27/07/2007,"197,38","104,21"
30/07/2007,"198,48","105,86"
31/07/2007,"199,8","106,16"
01/08/2007,"198,84","105,1"
02/08/2007,"200,02","106,68"
03/08/2007,"200,73","105,65"
06/08/2007,"200,05","104,96"
07/08/2007,"200,6","105,19"
08/08/2007,"200,18","106,14"
09/08/2007,"200,93","104,32"
10/08/2007,"200,96","102,95"
13/08/2007,"201,64","103,78"
14/08/2007,"202,1","101,81"
15/08/2007,"200,66","98,8"
16/08/2007,"201,47","96,3"
17/08/2007,"200,23","98,88"
20/08/2007,"201,8","99,46"
21/08/2007,"202,11","99,37"
22/08/2007,"201,93","100,41"
23/08/2007,"201,43","101,32"
24/08/2007,"201,18","103,59"
27/08/2007,"201,68","103,37"
28/08/2007,"201,61","100,65"
29/08/2007,"201,56","102,52"
30/08/2007,"201,24","101,94"
31/08/2007,"201,5","102,65"
03/09/2007,"201,52","103,13"
04/09/2007,"203,01","104,16"
05/09/2007,"202,7","102,94"
06/09/2007,"203,67","103,91"
10/09/2007,"204,24","104,95"
11/09/2007,"205,66","106,84"
12/09/2007,"205,09","107,43"
13/09/2007,"204,14","107,22"
14/09/2007,"205,64","108,17"
17/09/2007,"207,64","108,14"
18/09/2007,"207,8","110,71"
19/09/2007,"207,19","110,86"
20/09/2007,"206,47","109,71"
21/09/2007,"205,81","110,17"
24/09/2007,"205,03","109,58"
25/09/2007,"206,19","110,86"
26/09/2007,"205,47","111,25"
27/09/2007,"205,03","111,25"
28/09/2007,"205,38","111,98"
01/10/2007,"206,21","113,93"
02/10/2007,"205,81","112,77"
03/10/2007,"205,74","111,87"
04/10/2007,"205,56","112,63"
05/10/2007,"204,67","113,45"
08/10/2007,"205,93","113,27"
09/10/2007,"204,48","113,41"
10/10/2007,"205,28","113,73"
11/10/2007,"206,18","114,17"
15/10/2007,"205,31","113,12"
16/10/2007,"203,24","111,98"
17/10/2007,"205,75","112,98"
18/10/2007,"204,81","114,67"
19/10/2007,"205,45","113,76"
22/10/2007,"204,79","112,64"
23/10/2007,"204,59","113,79"
24/10/2007,"205,38","113,6"
25/10/2007,"204,35","113,91"
26/10/2007,"205,52","116,18"
29/10/2007,"205,5","116,96"
30/10/2007,"205,68","117,4"
31/10/2007,"205,93","118,63"
01/11/2007,"205,49","117,56"
05/11/2007,"205,14","117,29"
06/11/2007,"205,75","118,52"
07/11/2007,"206,31","118,57"
08/11/2007,"205,97","118,04"
09/11/2007,"206,52","118,28"
12/11/2007,"205,68","115,75"
13/11/2007,"206,68","116,97"
14/11/2007,"207,3","119,55"
16/11/2007,"206,66","118,3"
19/11/2007,"206,97","117,13"
20/11/2007,"205,97","116,9"
21/11/2007,"206,55","116,3"
22/11/2007,"206,69","116,12"
23/11/2007,"206,8","114,64"
26/11/2007,"206,87","113,41"
27/11/2007,"206,9","112,69"
28/11/2007,"206,68","115,21"
29/11/2007,"207,3","115,55"
30/11/2007,"207,14","115,53"
03/12/2007,"206,18","114,93"
04/12/2007,"205,64","113,68"
05/12/2007,"206,56","114,95"
06/12/2007,"206,93","116,52"
07/12/2007,"207,31","117,85"
10/12/2007,"207,52","117,51"
11/12/2007,"207,12","117,82"
12/12/2007,"207,47","117,02"
13/12/2007,"207,12","116,16"
14/12/2007,"207,06","115,22"
17/12/2007,"207,93","114,69"
18/12/2007,"208,09","114,71"
19/12/2007,"207,45","115,19"
20/12/2007,"207,47","114,94"
21/12/2007,"207,61","115,72"
26/12/2007,"207,31","116,99"
27/12/2007,"207,61","117,89"
28/12/2007,"206,95","116,59"
02/01/2008,"208,12","117,45"
03/01/2008,"207,38","118,37"
04/01/2008,"207,89","118,46"
07/01/2008,"208,23","118,05"
08/01/2008,"208,47","118,38"
09/01/2008,"208,43","117,89"
10/01/2008,"209,38","119,17"
11/01/2008,"210,2","120,32"
14/01/2008,"209,51","120,82"
15/01/2008,"210,44","120,11"
16/01/2008,"210,12","118,51"
17/01/2008,"210,39","117,74"
18/01/2008,"210,2","117,76"
21/01/2008,"210,49","115,02"
22/01/2008,"209,99","117,18"
23/01/2008,"210,68","115,44"
24/01/2008,"211,23","118,4"
25/01/2008,"209,76","117,38"
28/01/2008,"210,47","117,98"
29/01/2008,"210,45","118,16"
30/01/2008,"211,03","118,55"
31/01/2008,"211,14","120,03"
01/02/2008,"211,83","121,32"
06/02/2008,"211,33","120,55"
07/02/2008,"211,33","120,21"
08/02/2008,"213,68","120,79"
11/02/2008,"214,11","121,86"
12/02/2008,"214,99","122,85"
13/02/2008,"214,07","122,82"
14/02/2008,"217,82","124,47"
15/02/2008,"220,32","125,61"
